Symbol;Name;ListedDt;LastDt;Status
WBX;Wallbox N.V. Class A Ordinary Shares;2021-04-19T00:00:00;2022-09-16T00:00:00;Active
WCC;Wesco International;2007-05-01T00:00:00;2022-09-16T00:00:00;Active
WCN;Waste Connections;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
WD;Walker & Dunlop;2010-12-15T00:00:00;2022-09-09T00:00:00;Active
WDAY;Workday;2012-12-10T00:00:00;2022-09-16T00:00:00;Active
WDC;Western Digital;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
WDFC;Wd-40;2007-05-09T00:00:00;2022-09-09T00:00:00;Active
WDH;Waterdrop;2021-05-07T00:00:00;2022-09-16T00:00:00;Active
WDI;Western Asset Diversified Income Fund Common Shares Of Beneficial Interest;2021-06-25T00:00:00;2022-09-09T00:00:00;Active
WDS;Woodside Energy American Depositary Shares Each Representing One Ordinary Share;2022-06-02T00:00:00;2022-09-09T00:00:00;Active
WE;Wework;2021-10-21T00:00:00;2022-09-16T00:00:00;Active
WEA;Western Asset Bond Fund Share Of Beneficial Interest;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
WEAV;Weave Communications,;2021-11-11T00:00:00;2022-09-16T00:00:00;Active
WEBR;Weber;2021-08-05T00:00:00;2022-09-09T00:00:00;Active
WEC;Wec Energy Inc;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
WEJO;Wejo Common Shares;2021-11-19T00:00:00;2022-09-16T00:00:00;Active
WEJOW;Wejo Warrant;2021-11-19T00:00:00;2022-09-16T00:00:00;Active
WELL;Welltower;2007-04-30T00:00:00;2022-09-09T00:00:00;Active
WEN;The Wendy's Company;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
WERN;Werner Enterprises;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
WES;Western Midstream Partners Lp;2012-12-07T00:00:00;2022-09-09T00:00:00;Active
WETF;WisdomTree Investments;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
WEX;Wex;2007-04-30T00:00:00;2022-09-16T00:00:00;Active
WEYS;Weyco;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
WF;Woori Financial American Depositary Shares;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
WFC;Wells Fargo;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
WFCF;Where Food Comes From;2021-01-05T00:00:00;2022-09-09T00:00:00;Active
WFG;West Fraser Timber Co. Ltd;2021-02-01T00:00:00;2022-09-09T00:00:00;Active
WFRD;Weatherford International Plc Ordinary Shares;2021-06-02T00:00:00;2022-09-16T00:00:00;Active
WGO;Winnebago Industries;2007-01-03T00:00:00;2022-09-16T00:00:00;Active
WH;Wyndham Hotels & Resorts;2018-05-18T00:00:00;2022-09-16T00:00:00;Active
WHD;Cactus;2018-02-08T00:00:00;2022-09-09T00:00:00;Active
WHF;Whitehorse Finance;2012-12-05T00:00:00;2022-09-09T00:00:00;Active
WHG;Westwood;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
WHLM;Wilhelmina International;2009-02-19T00:00:00;2022-09-09T00:00:00;Active
WHLR;Wheeler Real Estate Investment Trust;2012-11-19T00:00:00;2022-09-09T00:00:00;Active
WHLRD;Wheeler Real Estate Investment Trust Series D Cumulative Preferred Stock;2016-09-16T00:00:00;2022-09-09T00:00:00;Active
WHLRP;Wheeler Real Estate Investment Trust Class B Preferred Stock;2014-04-30T00:00:00;2022-09-09T00:00:00;Active
WHR;Whirlpool;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
WIA;Western Asset Inflation-Linked Income Fund;2007-05-07T00:00:00;2022-09-09T00:00:00;Active
WILC;G Willi-Food International Ltd;2013-11-13T00:00:00;2022-09-16T00:00:00;Active
WIMI;Wimi Hologram Cloud;2020-04-01T00:00:00;2022-09-16T00:00:00;Active
WINA;Winmark;2007-05-18T00:00:00;2022-09-09T00:00:00;Active
WING;Wingstop;2015-06-12T00:00:00;2022-09-09T00:00:00;Active
WINT;Windtree Therapeutics;2020-05-20T00:00:00;2022-09-16T00:00:00;Active
WIRE;Encore Wire;2007-04-26T00:00:00;2022-09-09T00:00:00;Active
WISA;Wisa Technologies;2018-07-27T00:00:00;2022-09-09T00:00:00;Active
WISH;Contextlogic;2020-12-16T00:00:00;2022-09-16T00:00:00;Active
WIT;Wipro Limited;2013-02-11T00:00:00;2022-09-09T00:00:00;Active
WIW;Western Asset Inflation-Linked Opportunities & Income Fund;2007-05-02T00:00:00;2022-09-09T00:00:00;Active
WIX;Wix.com Ltd.;2013-11-06T00:00:00;2022-09-16T00:00:00;Active
WK;Workiva;2014-12-12T00:00:00;2022-09-16T00:00:00;Active
WKEY;Wisekey International Holding Ag American Depositary Shares;2019-12-04T00:00:00;2022-09-09T00:00:00;Active
WKHS;Workhorse;2015-12-22T00:00:00;2022-09-16T00:00:00;Active
WKME;Walkme;2021-06-16T00:00:00;2022-09-16T00:00:00;Active
WKSP;Worksport;2021-08-04T00:00:00;2022-09-09T00:00:00;Active
WKSPW;Worksport Warrant;2021-08-04T00:00:00;2022-09-16T00:00:00;Active
WLDN;Willdan;2007-05-16T00:00:00;2022-09-16T00:00:00;Active
WLFC;Willis Lease Finance;2007-05-16T00:00:00;2022-09-16T00:00:00;Active
WLK;Westlake Chemical;2007-05-01T00:00:00;2022-09-09T00:00:00;Active
WLKP;Westlake Chemical Partners Lp;2014-07-30T00:00:00;2022-09-09T00:00:00;Active
WLMS;Williams Industrial Services;2008-02-13T00:00:00;2022-09-16T00:00:00;Active
WLY;John Wiley & Sons;2022-04-01T00:00:00;2022-09-09T00:00:00;Active
WLYB;John Wiley & Sons;2007-05-16T00:00:00;2022-09-07T00:00:00;Active
WM;Waste Management;2007-04-30T00:00:00;2022-09-09T00:00:00;Active
WMB;Williams Cos.;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
WMC;Western Asset Mortgage;2012-05-10T00:00:00;2022-09-09T00:00:00;Active
WMG;Warner Music;2020-06-03T00:00:00;2022-09-09T00:00:00;Active
WMK;Weis Markets;2007-05-10T00:00:00;2022-09-09T00:00:00;Active
WMPN;William Penn Bancorporation;2021-03-25T00:00:00;2022-09-09T00:00:00;Active
WMS;Advanced Drainage Systems;2014-07-25T00:00:00;2022-09-09T00:00:00;Active
WMT;Walmart;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
WNC;Wabash National;2007-05-01T00:00:00;2022-09-09T00:00:00;Active
WNEB;Western New England Bancorp;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
WNS;Wns;2007-01-03T00:00:00;2022-09-16T00:00:00;Active
WNW;Wunong Net Technology;2020-12-15T00:00:00;2022-09-16T00:00:00;Active
WOLF;Wolfspeed,;2007-04-30T00:00:00;2022-09-16T00:00:00;Active
WOOF;Petco Health & Wellness Company;2021-01-14T00:00:00;2022-09-09T00:00:00;Active
WOR;Worthington Industries;2005-01-03T00:00:00;2022-09-16T00:00:00;Active
WORX;Scworx;2016-10-06T00:00:00;2022-09-09T00:00:00;Active
WOW;Wideopenwest;2017-05-25T00:00:00;2022-09-16T00:00:00;Active
WPC;W. P. Carey;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
WPCA;Warburg Pincus Capital Ia Class A Ordinary Shares;2021-04-26T00:00:00;2022-09-16T00:00:00;Active
WPCB;Warburg Pincus Capital Ib Class A Ordinary Shares;2021-04-26T00:00:00;2022-09-16T00:00:00;Active
WPM;Wheaton Precious Metals;2007-05-01T00:00:00;2022-09-09T00:00:00;Active
WPP;Wpp Plc;2017-11-28T00:00:00;2022-09-09T00:00:00;Active
WPRT;Westport Fuel Systems Inc Common Shares;2008-08-15T00:00:00;2022-09-16T00:00:00;Active
WRAP;Wrap Technologies;2018-05-29T00:00:00;2022-09-16T00:00:00;Active
WRB;W. R. Berkley Corporation;2007-04-27T00:00:00;2022-09-09T00:00:00;Active
WRBY;Warby Parker;2021-09-29T00:00:00;2022-09-16T00:00:00;Active
WRE;Washington Real Estate Investment Trust;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
WRK;Westrock;2015-06-24T00:00:00;2022-09-09T00:00:00;Active
WRLD;World Acceptance;2007-05-01T00:00:00;2022-09-16T00:00:00;Active
WRN;Western Copper And Gold;2008-10-27T00:00:00;2022-09-16T00:00:00;Active
WSBC;Wesbanco;2007-05-10T00:00:00;2022-09-09T00:00:00;Active
WSBF;Waterstone Financial Com;2008-08-04T00:00:00;2022-09-09T00:00:00;Active
WSC;Willscot Mobile Mini Corp;2015-11-05T00:00:00;2022-09-16T00:00:00;Active
WSFS;Wsfs Financial;2007-05-07T00:00:00;2022-09-09T00:00:00;Active
WSM;Williams-Sonoma;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
WSO;Watsco;2007-05-02T00:00:00;2022-09-09T00:00:00;Active
WSR;Whitestone Reit;2010-08-26T00:00:00;2022-09-09T00:00:00;Active
WST;West Pharmaceutical Services;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
WSTG;Wayside Technology;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
WTBA;West Bancorporation;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
WTER;The Alkaline Water Company;2012-07-11T00:00:00;2022-09-09T00:00:00;Active
WTFC;Wintrust Financial Corporation;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
WTFCM;Wintrust Financial Fixed-To-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D;2015-07-09T00:00:00;2022-09-09T00:00:00;Active
WTFCP;Wintrust Financial Depositary Shares Each Representing A 1/1000Th Interest In A Share Of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E;2020-05-29T00:00:00;2022-09-09T00:00:00;Active
WTI;W&T Offshore;2007-04-30T00:00:00;2022-09-09T00:00:00;Active
WTM;White Mountains Insurance;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
WTRG;Essential Utilities;2007-04-27T00:00:00;2022-09-09T00:00:00;Active
WTRH;Waitr;2016-05-26T00:00:00;2022-09-16T00:00:00;Active
WTS;Watts Water Technologies;2007-04-27T00:00:00;2022-09-09T00:00:00;Active
WTT;Wireless Telecom;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
WTTR;Select Energy Services;2017-04-21T00:00:00;2022-09-16T00:00:00;Active
WTW;Willis Towers Watson;2016-01-05T00:00:00;2022-09-09T00:00:00;Active
WU;Western Union Co;2006-10-02T00:00:00;2022-09-16T00:00:00;Active
WULF;Terawulf;2007-05-18T00:00:00;2022-09-16T00:00:00;Active
WVE;Wave Life Sciences;2015-11-11T00:00:00;2022-09-16T00:00:00;Active
WVVI;Willamette Valley Vineyards;2007-05-16T00:00:00;2022-09-16T00:00:00;Active
WVVIP;Willamette Valley Vineyards Series A Redeemable Preferred Stock;2016-06-29T00:00:00;2022-09-09T00:00:00;Active
WW;Ww International;2007-05-02T00:00:00;2022-09-16T00:00:00;Active
WWD;Woodward;2007-05-03T00:00:00;2022-09-09T00:00:00;Active
WWE;World Wrestling Entertainment;2007-01-03T00:00:00;2022-09-16T00:00:00;Active
WWR;Westwater Resources;2007-05-08T00:00:00;2022-09-09T00:00:00;Active
WWW;Wolverine World Wide;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
WY;Weyerhaeuser;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
WYNN;Wynn Resorts Ltd;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
WYY;Widepoint;2007-04-26T00:00:00;2022-09-09T00:00:00;Active
X;United States Steel Corporation;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
XAIR;Beyond Air;2019-05-07T00:00:00;2022-09-16T00:00:00;Active
XBIO;Xenetic Biosciences;2016-11-07T00:00:00;2022-09-09T00:00:00;Active
XBIOW;Xenetic Biosciences Warrants;2019-07-23T00:00:00;2022-09-16T00:00:00;Active
XBIT;Xbiotech;2015-04-15T00:00:00;2022-09-09T00:00:00;Active
XCUR;Exicure;2018-05-22T00:00:00;2022-09-09T00:00:00;Active
XEL;Xcel Energy Inc;2005-01-03T00:00:00;2022-09-16T00:00:00;Active
XELA;Exela Technologies;2015-03-27T00:00:00;2022-09-09T00:00:00;Active
XELB;Xcel Brands;2007-05-23T00:00:00;2022-09-16T00:00:00;Active
XENE;Xenon Pharmaceuticals Inc;2014-11-05T00:00:00;2022-09-16T00:00:00;Active
XERS;Xeris Pharmaceuticals;2018-06-21T00:00:00;2022-09-16T00:00:00;Active
XFLT;Xai Octagon Floating Rate & Alternative Income Term Trust Common Shares Of Beneficial Interest;2017-09-27T00:00:00;2022-09-16T00:00:00;Active
XFOR;X4 Pharmaceuticals;2019-04-16T00:00:00;2022-09-09T00:00:00;Active
XGN;Exagen;2019-09-19T00:00:00;2022-09-16T00:00:00;Active
XHR;Xenia Hotels & Resorts;2015-02-04T00:00:00;2022-09-09T00:00:00;Active
XIN;Xinyuan Real Estate Co American Depositary Shares;2007-12-12T00:00:00;2022-09-09T00:00:00;Active
XL;Xl Fleet;2019-09-03T00:00:00;2022-09-16T00:00:00;Active
XLO;Xilio Therapeutics;2021-10-22T00:00:00;2022-09-16T00:00:00;Active
XM;Qualtrics International;2021-01-28T00:00:00;2022-09-16T00:00:00;Active
XMTR;Xometry;2021-06-30T00:00:00;2022-09-16T00:00:00;Active
XNCR;Xencor;2013-12-03T00:00:00;2022-09-16T00:00:00;Active
XNET;Xunlei American Depositary Shares;2014-06-24T00:00:00;2022-09-16T00:00:00;Active
XOM;Exxon Mobil;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
XOMA;Xoma;2007-05-04T00:00:00;2022-09-09T00:00:00;Active
XOS;Xos,;2020-12-08T00:00:00;2022-09-16T00:00:00;Active
XOSWW;Xos Warrants;2020-12-07T00:00:00;2022-09-16T00:00:00;Active
XP;Xp;2019-12-11T00:00:00;2022-09-16T00:00:00;Active
XPEL;Xpel;2019-07-22T00:00:00;2022-09-16T00:00:00;Active
XPER;Xperi Holding Corp;2020-05-29T00:00:00;2022-09-09T00:00:00;Active
XPEV;Xpeng;2020-08-27T00:00:00;2022-09-16T00:00:00;Active
XPL;Solitario Zinc;2007-05-16T00:00:00;2022-09-16T00:00:00;Active
XPO;Xpo Logistics;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
XPOA;Dpcm Capital Class A;2020-12-15T00:00:00;2022-09-16T00:00:00;Active
XPOF;Xponential Fitness;2021-07-23T00:00:00;2022-09-16T00:00:00;Active
XPON;Expion360;2022-04-01T00:00:00;2022-09-16T00:00:00;Active
XPRO;Expro Holdings N.V.;2013-08-09T00:00:00;2022-09-09T00:00:00;Active
XRAY;Dentsply Sirona;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
XRTX;Xortx Therapeutics;2021-10-13T00:00:00;2022-09-16T00:00:00;Active
XRX;Xerox;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
XSPA;Xpresspa;2010-07-27T00:00:00;2022-09-09T00:00:00;Active
XTLB;Xtl Biopharmaceuticals American Depositary Shares;2014-02-18T00:00:00;2022-09-09T00:00:00;Active
XTNT;Xtant Medical Holdings;2015-10-19T00:00:00;2022-09-09T00:00:00;Active
XXII;22Nd Century;2011-01-26T00:00:00;2022-09-16T00:00:00;Active
XYF;X Financial American Depositary Shares Each Representing Six Class A Ordinary Shares;2018-09-19T00:00:00;2022-09-09T00:00:00;Active
XYL;Xylem;2011-10-13T00:00:00;2022-09-09T00:00:00;Active
Y;Yte;2019-01-02T00:00:00;2022-09-09T00:00:00;Active
YALA;Yalla;2020-09-30T00:00:00;2022-09-16T00:00:00;Active
YCBD;Cbdmd;2017-11-17T00:00:00;2022-09-16T00:00:00;Active
YELL;Yellow;2007-05-01T00:00:00;2022-09-09T00:00:00;Active
YELP;Yelp;2012-03-02T00:00:00;2022-09-16T00:00:00;Active
YETI;Yeti Holdings;2018-10-25T00:00:00;2022-09-16T00:00:00;Active
YEXT;Yext;2017-04-13T00:00:00;2022-09-16T00:00:00;Active
YGMZ;Mingzhu Logistics;2020-11-02T00:00:00;2022-09-16T00:00:00;Active
YI;111 American Depositary Shares;2018-09-12T00:00:00;2022-09-16T00:00:00;Active
YJ;Yunji ADS;2019-05-03T00:00:00;2022-09-16T00:00:00;Active
YMAB;Y-Mabs Therapeutics;2018-09-21T00:00:00;2022-09-16T00:00:00;Active
YMM;Full Truck Alliance Co.;2021-06-22T00:00:00;2022-09-16T00:00:00;Active
YMTX;Yumanity Therapeutics;2016-02-11T00:00:00;2022-09-09T00:00:00;Active
YORW;York Water;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
YOU;Clear Secure;2021-06-30T00:00:00;2022-09-16T00:00:00;Active
YPF;Ypf Sociedad Anonima;2013-02-11T00:00:00;2022-09-09T00:00:00;Active
YQ;17 Education & Technology;2020-12-04T00:00:00;2022-09-09T00:00:00;Active
YRD;Yiren Digital American Depositary Shares Each Representing Two Ordinary Shares;2015-12-18T00:00:00;2022-09-09T00:00:00;Active
YSG;Yatsen Holding;2020-11-19T00:00:00;2022-09-16T00:00:00;Active
YTEN;Yield10 Bioscience;2007-05-10T00:00:00;2022-09-09T00:00:00;Active
YTPG;Tpg Pace Beneficial Ii Class A Ordinary Shares;2021-04-14T00:00:00;2022-09-16T00:00:00;Active
YTRA;Yatra Online, Ordinary Shares;2016-12-19T00:00:00;2022-09-16T00:00:00;Active
YUM;Yum! Brands Inc;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
YUMC;Yum China Holdings;2016-10-31T00:00:00;2022-09-09T00:00:00;Active
YVR;Liquid Media Common Shares;2018-08-13T00:00:00;2022-09-09T00:00:00;Active
YY;Joyy;2012-11-21T00:00:00;2022-09-09T00:00:00;Active
Z;Zillow;2015-08-03T00:00:00;2022-09-16T00:00:00;Active
ZBH;Zimmer Biomet Holdings;2007-04-30T00:00:00;2022-09-09T00:00:00;Active
ZBRA;Zebra Technologies;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
ZCMD;Zhongchao;2020-02-24T00:00:00;2022-09-16T00:00:00;Active
ZD;Ziff Davis,;2007-04-30T00:00:00;2022-09-09T00:00:00;Active
ZDGE;Zedge Class B;2016-05-26T00:00:00;2022-09-16T00:00:00;Active
ZEAL;Zealand Pharma A/S American Depositary Shares;2017-08-09T00:00:00;2022-09-16T00:00:00;Active
ZEN;Zendesk;2014-05-15T00:00:00;2022-09-16T00:00:00;Active
ZENV;Zenvia;2021-07-22T00:00:00;2022-09-16T00:00:00;Active
ZEPP;Zepp Health American Depositary Shares;2018-02-08T00:00:00;2022-09-09T00:00:00;Active
ZEST;Ecoark Holdings;2010-02-11T00:00:00;2022-09-09T00:00:00;Active
ZETA;Zeta Global Holdings;2021-06-10T00:00:00;2022-09-16T00:00:00;Active
ZEUS;Olympic Steel;2007-04-26T00:00:00;2022-09-09T00:00:00;Active
ZEV;Lightning Emotors;2020-07-02T00:00:00;2022-09-16T00:00:00;Active
ZG;Zillow;2011-07-20T00:00:00;2022-09-09T00:00:00;Active
ZGN;Ermenegildo Zegna N.V. Ordinary Shares;2021-12-20T00:00:00;2022-09-09T00:00:00;Active
ZH;Zhihu;2021-03-26T00:00:00;2022-09-16T00:00:00;Active
ZI;Zoominfo Technologies;2020-06-04T00:00:00;2022-09-16T00:00:00;Active
ZIM;Zim Integrated Shipping Services;2021-01-28T00:00:00;2022-09-09T00:00:00;Active
ZIMV;Zimvie;2022-02-24T00:00:00;2022-09-16T00:00:00;Active
ZION;Zions Bancorp;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
ZIONO;Zions Bancorporation N.A. Dep Shs Repstg 1/40Th Perp Pfd Ser G;2020-01-02T00:00:00;2022-09-09T00:00:00;Active
ZIONP;Zions Bancorporation N.A. Depositary Shares;2020-01-02T00:00:00;2022-09-09T00:00:00;Active
ZIP;Ziprecruiter;2021-05-26T00:00:00;2022-09-16T00:00:00;Active
ZIVO;Zivo Bioscience;2021-05-28T00:00:00;2022-09-16T00:00:00;Active
ZIVOW;Zivo Bioscience Warrants;2021-05-28T00:00:00;2022-09-16T00:00:00;Active
ZKIN;Zk International Co. Ordinary Share;2017-09-01T00:00:00;2022-09-16T00:00:00;Active
ZLAB;Zai Lab Limited;2017-09-20T00:00:00;2022-09-16T00:00:00;Active
ZM;Zoom;2019-04-18T00:00:00;2022-09-16T00:00:00;Active
ZNH;China Southern Airlines Company;2013-02-11T00:00:00;2022-09-09T00:00:00;Active
ZNTL;Zentalis Pharmaceuticals;2020-04-03T00:00:00;2022-09-16T00:00:00;Active
ZOM;Zomedica;2016-07-29T00:00:00;2022-09-16T00:00:00;Active
ZS;Zscaler;2018-03-16T00:00:00;2022-09-16T00:00:00;Active
ZTEK;Zentek;2022-03-22T00:00:00;2022-09-16T00:00:00;Active
ZTO;Zto Express;2016-10-27T00:00:00;2022-09-09T00:00:00;Active
ZTR;Virtus Total Return Fund;2007-05-08T00:00:00;2022-09-16T00:00:00;Active
ZTS;Zoetis;2013-02-01T00:00:00;2022-09-09T00:00:00;Active
ZUMZ;Zumiez;2007-04-27T00:00:00;2022-09-09T00:00:00;Active
ZUO;Zuora;2018-04-12T00:00:00;2022-09-16T00:00:00;Active
ZVIA;Zevia;2021-07-22T00:00:00;2022-09-16T00:00:00;Active
ZVO;Zovio;2009-04-15T00:00:00;2022-09-16T00:00:00;Active
ZWS;Zurn Water Solutions Corporation;2012-03-29T00:00:00;2022-09-09T00:00:00;Active
ZYME;Zymeworks;2017-04-28T00:00:00;2022-09-16T00:00:00;Active
ZYNE;Zynerba Pharmaceuticals;2015-08-05T00:00:00;2022-09-16T00:00:00;Active
ZYXI;Zynex;2008-07-08T00:00:00;2022-09-09T00:00:00;Active
AABA;;2007-04-27T00:00:00;2019-10-02T00:00:00;Delisted
AAXN;Axon Enterprise;2007-05-01T00:00:00;2021-01-22T00:00:00;Delisted
ABI;Safety First Trust Series 2009-;2007-04-30T00:00:00;2014-04-28T00:00:00;Delisted
ABK;Ambac Financial Inc;2005-01-01T00:00:00;2010-11-09T00:00:00;Delisted
ABS;Albertsons;2005-01-01T00:00:00;2006-06-01T00:00:00;Delisted
ACAS;American Capital;2005-01-01T00:00:00;2017-01-03T00:00:00;Delisted
ACBI;Atlantic Capital Bancshares;2015-11-02T00:00:00;2022-02-28T00:00:00;Delisted
ACIA;Acacia Communications;2016-05-13T00:00:00;2021-02-26T00:00:00;Delisted
ACXM;Acxiom Holdings;2005-01-01T00:00:00;2018-10-01T00:00:00;Delisted
ADF;Aldel Financial;2007-06-04T00:00:00;2021-12-02T00:00:00;Delisted
ADS;Alliance Data Systems;2005-01-03T00:00:00;2022-04-01T00:00:00;Delisted
ADSW;Advanced Disposal Services;2016-10-06T00:00:00;2020-10-29T00:00:00;Delisted
AEGN;Aegion;2007-05-03T00:00:00;2021-05-14T00:00:00;Delisted
AET;Aetna;2005-01-01T00:00:00;2018-11-28T00:00:00;Delisted
AFIN;American Finance Trust;2018-07-19T00:00:00;2022-02-14T00:00:00;Delisted
AGN;Allergan;2007-04-30T00:00:00;2020-05-08T00:00:00;Delisted
AIMAU;Aimfinity Investment I Unit;2022-04-26T00:00:00;2022-06-24T00:00:00;Delisted
AIMT;;2015-08-06T00:00:00;2020-10-12T00:00:00;Delisted
AKCA;;2017-07-14T00:00:00;2020-10-09T00:00:00;Delisted
AKS;Ak Steel Holding Corporation;2005-01-03T00:00:00;2020-03-12T00:00:00;Delisted
ALSK;Alaska Comm Sys;2007-05-01T00:00:00;2021-07-22T00:00:00;Delisted
ALXN;Alexion Pharmaceuticals;2005-01-03T00:00:00;2021-07-20T00:00:00;Delisted
AMAG;;2007-05-01T00:00:00;2020-11-13T00:00:00;Delisted
AMCC;Applied Micro Circuits;2007-05-01T00:00:00;2017-01-26T00:00:00;Delisted
AMLN;Amylin Pharmaceuticals;2005-01-01T00:00:00;2012-08-08T00:00:00;Delisted
AMTBB;Amerant Bancorp Class B;2018-08-29T00:00:00;2021-11-17T00:00:00;Delisted
AMTD;Td Ameritrade Holding Corporation;2012-04-25T00:00:00;2020-10-05T00:00:00;Delisted
ANAT;American National;2007-05-16T00:00:00;2022-05-24T00:00:00;Delisted
ANDV;Andeavor;2007-04-30T00:00:00;2018-09-28T00:00:00;Delisted
ANDW;Andrew;2005-01-03T00:00:00;2007-12-27T00:00:00;Delisted
ANH;Anworth Mortgage Asset;2007-05-03T00:00:00;2021-03-19T00:00:00;Delisted
ANR;Alpha Natural Resources C;2005-02-15T00:00:00;2015-07-15T00:00:00;Delisted
ANTM;Anthem;2007-04-30T00:00:00;2022-06-27T00:00:00;Delisted
APC;Anadarko Petroleum Corp;2005-01-01T00:00:00;2019-08-08T00:00:00;Delisted
APOL;Apollo Education;2005-01-01T00:00:00;2017-01-31T00:00:00;Delisted
APR;Apria;2021-02-11T00:00:00;2022-03-28T00:00:00;Delisted
APTS;Preferred Apartment;2011-04-01T00:00:00;2022-06-23T00:00:00;Delisted
ARA;American Renal Associates;2016-04-21T00:00:00;2021-01-22T00:00:00;Delisted
ARCP;Vereit;2011-09-07T00:00:00;2015-07-30T00:00:00;Delisted
ARD;Ardagh S.A.;2017-03-15T00:00:00;2021-10-05T00:00:00;Delisted
ARG;Airgas;2005-01-01T00:00:00;2016-05-20T00:00:00;Delisted
ARNA;Arena Pharmaceuticals;2007-01-03T00:00:00;2022-03-10T00:00:00;Delisted
ASBC;Associated Banc-Corp;2005-01-01T00:00:00;2014-12-22T00:00:00;Delisted
ASPL;Aspirational Consumer Lifestyle;2020-11-13T00:00:00;2021-07-13T00:00:00;Delisted
AT;Atlantic Power Corporation;2010-07-23T00:00:00;2021-05-14T00:00:00;Delisted
ATH;Athene Holding Ltd.;2016-12-09T00:00:00;2021-12-31T00:00:00;Delisted
ATRS;Antares Pharma;2007-05-16T00:00:00;2022-05-23T00:00:00;Delisted
AV;Aviva Plc Unsponsored ADR;2009-10-20T00:00:00;2016-12-22T00:00:00;Delisted
AVP;Avon Products;2005-01-01T00:00:00;2020-01-03T00:00:00;Delisted
BBT;Bb&T Corporation;2005-01-01T00:00:00;2019-12-06T00:00:00;Delisted
BCEI;Bonanza Creek Energy;2011-12-15T00:00:00;2021-11-01T00:00:00;Delisted
BCR;C.R. Bard;2005-01-01T00:00:00;2017-12-28T00:00:00;Delisted
BDSI;Biodelivery Sciences;2007-05-16T00:00:00;2022-03-22T00:00:00;Delisted
;;2007-05-01T00:00:00;2014-04-30T00:00:00;Active
BEAT;Biotelemetry;2013-08-01T00:00:00;2021-02-08T00:00:00;Delisted
BFYT;;2013-02-08T00:00:00;2020-08-20T00:00:00;Delisted
BHGE;Baker Hughes;2017-07-05T00:00:00;2019-10-17T00:00:00;Delisted
BHI;Baker Hughes Incorporated Commo;2005-01-01T00:00:00;2017-07-03T00:00:00;Delisted
BIVV;Bioverativ;2017-01-12T00:00:00;2018-03-08T00:00:00;Delisted
BLS;Bellsouth;2005-01-03T00:00:00;2006-12-29T00:00:00;Delisted
BMC;Bmc Software;2005-01-01T00:00:00;2013-09-10T00:00:00;Delisted
BMCH;;2013-08-09T00:00:00;2020-12-31T00:00:00;Delisted
BMS;Bemis Company Common Stoc;2005-01-01T00:00:00;2019-06-10T00:00:00;Delisted
BMTC;Bryn Mawr Bank;2007-05-16T00:00:00;2021-12-31T00:00:00;Delisted
BOCH;Bank Of Commerce;2007-05-16T00:00:00;2021-09-30T00:00:00;Delisted
BOMN;Boston Omaha;2016-09-06T00:00:00;2022-02-18T00:00:00;Delisted
BPFH;Boston Private Financial;2007-05-08T00:00:00;2021-06-30T00:00:00;Delisted
BPMP;Bp Midstream Partners Lp Common Units Representing Partner Interests;2017-10-26T00:00:00;2022-04-04T00:00:00;Delisted
BPY;Brookfield Property Partners L.P.;2013-03-22T00:00:00;2021-07-26T00:00:00;Delisted
